Hours,Scenarios,CT,ME,NEMASSBOST,NH,RI,SEMASS,VT,WCMASS,Total
6,60,1000,1964,1140,1443,626,2556,490,911,10130
6,61,916,1991,1129,1429,623,2495,498,869,9950
6,62,898,1955,1089,1371,596,2395,482,831,9617
6,63,1077,2228,1284,1614,679,2833,563,1037,11315
6,64,1073,2262,1295,1704,707,2919,574,1064,11598
6,65,1119,2396,1404,1821,746,3116,597,1117,12316
6,66,1108,2447,1445,1847,773,3183,589,1121,12513
6,67,1099,2366,1398,1768,741,3165,584,1088,12209
6,68,1015,2078,1170,1493,643,2623,522,919,10463
6,69,986,2123,1201,1515,655,2785,518,931,10714
6,70,1117,2358,1387,1697,723,3016,579,1081,11958
6,71,1112,2282,1350,1714,725,2983,582,1075,11823
6,72,1109,2243,1320,1674,710,2876,563,1058,11553
6,73,1073,2180,1272,1618,693,2761,558,1019,11174
6,74,1061,2112,1216,1528,666,2530,546,979,10638
6,75,928,1964,1103,1361,607,2375,481,853,9672
6,76,904,1854,1054,1275,572,2291,466,810,9226
6,77,1025,2039,1193,1446,642,2628,533,999,10505
6,78,1043,2126,1261,1583,679,2722,556,1026,10996
6,79,1032,2125,1263,1564,671,2670,542,1025,10892
6,80,1038,2109,1249,1566,661,2650,545,1005,10823
6,81,1012,2112,1235,1536,660,2637,539,998,10729
6,82,958,2030,1210,1448,634,2492,482,897,10151
6,83,911,1970,1128,1395,603,2508,474,854,9843
6,84,1079,2205,1272,1623,682,2828,542,1016,11247
6,85,1083,2209,1309,1665,697,2857,541,1024,11385
6,86,1096,2180,1296,1669,691,2846,577,1041,11396
6,87,1084,2159,1306,1653,700,2885,560,1010,11357
6,88,1087,2155,1276,1617,685,2761,567,1009,11157
6,89,972,2053,1189,1470,634,2551,510,916,10295
6,90,928,1966,1154,1381,601,2411,470,863,9774
7,1,1318,2755,1672,2057,875,3639,683,1289,14288
7,2,1357,2798,1665,2082,844,3600,689,1307,14342
7,3,1089,2353,1381,1699,721,3008,566,1042,11859
7,4,979,2158,1262,1516,646,2689,506,921,10677
7,5,1333,2754,1674,2090,873,3803,687,1295,14509
7,6,1353,2841,1755,2187,909,3894,725,1353,15017
7,7,1373,2708,1690,2096,880,3659,700,1308,14414
7,8,1356,2675,1664,2082,863,3639,687,1299,14265
7,9,1275,2464,1471,1859,785,3050,656,1225,12785
7,10,1039,2158,1287,1615,663,2792,545,997,11096
7,11,1008,2025,1191,1469,627,2628,526,924,10398
7,12,1313,2523,1554,1934,786,3446,675,1255,13486
7,13,1347,2648,1627,2034,816,3601,680,1287,14040
7,14,1312,2576,1562,2001,814,3470,674,1289,13698
7,15,1338,2570,1574,2011,788,3529,684,1264,13758
7,16,1305,2601,1603,2027,808,3597,683,1279,13903
7,17,1067,2162,1312,1599,688,2849,546,1007,11230
7,18,939,1894,1110,1342,599,2411,486,851,9632
7,19,1137,2197,1316,1635,785,3121,617,1162,11970
7,20,1142,2331,1377,1744,784,3074,616,1158,12226
7,21,1183,2307,1415,1769,796,3089,636,1205,12400
7,22,1171,2363,1406,1788,802,3132,621,1197,12480
7,23,1132,2327,1392,1758,795,3067,615,1181,12267
7,24,1025,2059,1250,1541,672,2698,527,956,10728
7,25,993,1953,1130,1412,607,2463,505,892,9955
7,26,1291,2504,1532,1912,814,3413,662,1153,13281
7,27,1281,2506,1521,1930,801,3346,663,1172,13220
7,28,1254,2477,1534,1923,824,3354,666,1153,13185
7,29,1284,2458,1525,1942,815,3357,663,1158,13202
7,30,1244,2400,1451,1833,777,3210,622,1087,12624
7,31,1332,2646,1629,1978,850,3585,685,1301,14006
7,32,1093,2274,1351,1659,719,2997,571,1052,11716
7,33,1027,2098,1201,1459,622,2655,517,937,10516
7,34,1325,2631,1607,1989,843,3610,683,1278,13966
7,35,1341,2677,1639,2069,861,3673,696,1292,14248
7,36,1307,2558,1582,1996,835,3494,692,1277,13741
7,37,1313,2508,1566,1939,835,3388,677,1242,13468
7,38,1392,2498,1535,1912,824,3321,680,1221,13383
7,39,1093,2142,1283,1582,681,2801,558,985,11125
7,40,1043,2040,1200,1484,628,2657,519,914,10485
7,41,1343,2518,1536,1890,808,3318,673,1230,13316
7,42,1329,2652,1637,2047,859,3598,702,1290,14114
7,43,1332,2699,1660,2048,861,3555,696,1298,14149
7,44,1332,2617,1633,1993,858,3511,681,1261,13886
7,45,1375,2629,1631,2004,845,3485,688,1267,13924
7,46,1104,2216,1361,1632,708,2943,553,1013,11530
7,47,1069,2056,1232,1463,645,2664,506,911,10546
7,48,1210,2229,1354,1655,751,3106,608,1159,12072
7,49,1288,2365,1430,1793,766,3164,628,1199,12633
7,50,1206,2383,1393,1784,758,3087,620,1167,12398
7,51,1270,2346,1410,1792,768,3085,616,1195,12482
7,52,1218,2383,1437,1806,769,3123,634,1215,12585
7,53,1064,2054,1215,1529,659,2681,538,972,10712
7,54,1000,1966,1112,1418,607,2489,507,882,9981
7,55,1341,2474,1507,1881,794,3324,658,1148,13127
7,56,1342,2506,1542,1948,822,3444,674,1180,13458
7,57,1333,2469,1497,1900,813,3355,659,1149,13175
7,58,1364,2519,1529,1918,807,3366,658,1182,13343
7,59,1417,2469,1522,1917,808,3423,659,1185,13400
7,60,1075,2038,1219,1515,651,2712,522,979,10711
7,61,1001,2082,1220,1504,665,2666,514,951,10603
7,62,931,1975,1120,1405,607,2454,499,867,9858
7,63,1259,2546,1543,1912,801,3403,667,1246,13377
7,64,1275,2639,1569,2006,832,3479,683,1289,13772
7,65,1305,2732,1666,2119,869,3689,698,1317,14395
7,66,1299,2782,1695,2126,879,3721,700,1324,14526
7,67,1284,2681,1642,2041,849,3683,681,1283,14144
7,68,1100,2197,1262,1587,691,2818,557,1003,11215
7,69,1038,2176,1255,1566,678,2889,540,984,11126
7,70,1306,2680,1638,1990,843,3558,678,1293,13986
7,71,1301,2604,1593,1994,842,3516,674,1281,13805
7,72,1297,2568,1556,1948,823,3402,665,1262,13521
7,73,1275,2517,1504,1882,808,3299,659,1227,13171
7,74,1218,2338,1374,1699,741,2766,638,1159,11933
7,75,1001,2045,1179,1450,638,2514,515,928,10270
7,76,951,1881,1088,1309,581,2348,496,851,9505
7,77,1146,2225,1331,1621,730,3025,623,1190,11891
7,78,1184,2385,1441,1785,765,3117,642,1210,12529
7,79,1176,2385,1438,1756,764,3059,630,1215,12423
7,80,1152,2342,1411,1746,738,3018,621,1192,12220
7,81,1146,2342,1397,1721,733,2989,617,1180,12125
7,82,1027,2107,1271,1516,663,2639,514,968,10705
7,83,955,2014,1160,1436,615,2611,500,900,10191
7,84,1288,2531,1519,1915,799,3366,635,1177,13230
7,85,1254,2519,1529,1933,803,3345,636,1173,13192
7,86,1271,2510,1531,1939,798,3369,660,1195,13273
7,87,1264,2472,1537,1916,808,3386,646,1157,13186
7,88,1273,2464,1504,1874,784,3239,645,1151,12934
7,89,1032,2139,1260,1547,673,2705,539,982,10877
7,90,968,2002,1186,1417,616,2488,495,905,10077
8,1,1402,3040,1855,2267,990,4076,749,1414,15793
8,2,1452,3112,1847,2299,979,4035,755,1435,15914
8,3,1217,2550,1532,1853,798,3332,624,1163,13069
8,4,1057,2223,1321,1584,679,2793,536,981,11174
8,5,1432,3109,1877,2314,984,4204,752,1428,16100
8,6,1444,3123,1915,2369,1011,4247,771,1462,16342
8,7,1444,2986,1858,2303,990,4051,770,1423,15825
8,8,1423,2947,1823,2268,956,4003,757,1409,15586
8,9,1361,2730,1634,2046,879,3325,725,1341,14041
8,10,1148,2334,1431,1739,735,3030,597,1112,12126
8,11,1121,2161,1306,1593,679,2852,572,1025,11309
8,12,1401,2831,1738,2156,892,3866,741,1382,15007
8,13,1435,3004,1819,2265,930,4038,752,1433,15676
8,14,1441,2899,1766,2214,921,3921,745,1417,15324
8,15,1439,2890,1774,2228,912,3988,747,1392,15370
8,16,1413,2895,1782,2212,912,3895,742,1392,15243
8,17,1169,2320,1433,1729,756,3089,590,1121,12207
8,18,1046,2017,1214,1454,648,2593,532,950,10454
8,19,1263,2439,1495,1840,909,3540,684,1299,13469
8,20,1265,2631,1564,1963,902,3518,683,1289,13815
8,21,1297,2612,1602,1979,911,3537,703,1338,13979
8,22,1294,2673,1585,2004,918,3561,691,1333,14059
8,23,1267,2628,1590,1973,924,3530,685,1327,13924
8,24,1143,2235,1385,1674,746,2934,571,1067,11755
8,25,1092,2076,1233,1518,660,2671,544,984,10778
8,26,1408,2866,1752,2154,949,3853,738,1302,15022
8,27,1393,2835,1719,2140,940,3765,728,1306,14826
8,28,1340,2804,1740,2129,946,3762,739,1283,14743
8,29,1381,2767,1689,2129,925,3757,723,1283,14654
8,30,1341,2736,1634,2050,893,3650,695,1234,14233
8,31,1424,2943,1799,2209,951,3993,756,1422,15497
8,32,1222,2488,1519,1822,803,3336,629,1186,13005
8,33,1095,2173,1260,1549,648,2774,553,1002,11054
8,34,1427,2929,1792,2217,948,4000,766,1413,15492
8,35,1410,2952,1797,2249,956,4026,754,1407,15551
8,36,1397,2863,1754,2189,932,3880,749,1401,15165
8,37,1397,2800,1732,2134,932,3774,739,1358,14866
8,38,1471,2810,1729,2122,936,3740,740,1352,14900
8,39,1199,2307,1414,1711,743,3063,608,1101,12146
8,40,1131,2157,1300,1589,672,2847,563,1004,11263
8,41,1435,2813,1715,2106,918,3727,735,1358,14807
8,42,1415,2932,1809,2244,961,3959,755,1411,15486
8,43,1420,2966,1826,2229,961,3910,753,1416,15481
8,44,1414,2885,1792,2180,958,3889,745,1374,15237
8,45,1450,2911,1802,2189,947,3861,741,1385,15286
8,46,1203,2384,1488,1759,773,3201,594,1131,12533
8,47,1165,2157,1323,1564,683,2849,547,1007,11295
8,48,1324,2472,1502,1863,862,3516,677,1301,13517
8,49,1386,2647,1611,2005,873,3558,691,1327,14098
8,50,1312,2711,1586,1999,871,3498,682,1308,13967
8,51,1369,2637,1591,1986,874,3470,686,1322,13935
8,52,1342,2657,1605,2011,874,3513,693,1339,14034
8,53,1175,2225,1350,1657,724,2945,588,1090,11754
8,54,1104,2076,1209,1518,650,2679,552,974,10762
8,55,1451,2780,1683,2091,901,3726,718,1294,14644
8,56,1415,2794,1706,2145,927,3811,728,1301,14827
8,57,1428,2810,1704,2136,931,3786,727,1291,14813
8,58,1460,2845,1716,2126,923,3752,729,1327,14878
8,59,1496,2763,1697,2112,916,3799,729,1315,14827
8,60,1187,2235,1373,1664,729,3008,570,1095,11861
8,61,1121,2292,1367,1658,743,2976,590,1085,11832
8,62,1018,2052,1194,1479,642,2586,527,936,10434
8,63,1352,2840,1706,2120,905,3789,730,1367,14809
8,64,1374,2967,1753,2231,947,3882,756,1438,15348
8,65,1388,3003,1820,2312,975,4082,758,1424,15762
8,66,1374,3035,1839,2302,972,4060,761,1431,15774
8,67,1376,2945,1796,2219,941,4024,744,1399,15444
8,68,1217,2369,1408,1726,756,3088,620,1123,12307
8,69,1145,2286,1352,1672,721,3078,579,1077,11910
8,70,1390,2948,1790,2189,946,3921,737,1409,15330
8,71,1365,2887,1754,2172,939,3878,739,1396,15130
8,72,1370,2852,1713,2135,925,3768,725,1377,14865
8,73,1364,2820,1689,2099,917,3691,725,1358,14663
8,74,1320,2614,1542,1877,836,3067,697,1284,13237
8,75,1123,2214,1322,1575,706,2764,576,1047,11327
8,76,1065,2016,1210,1431,639,2573,553,959,10446
8,77,1259,2472,1497,1822,846,3408,695,1325,13324
8,78,1286,2663,1628,1978,871,3479,700,1331,13936
8,79,1276,2674,1616,1959,867,3427,691,1342,13852
8,80,1261,2645,1589,1951,850,3427,687,1320,13730
8,81,1252,2629,1572,1920,841,3382,685,1309,13590
8,82,1133,2285,1406,1647,726,2924,571,1088,11780
8,83,1061,2127,1258,1542,665,2796,545,988,10982
8,84,1385,2854,1715,2138,921,3780,705,1323,14821
8,85,1347,2795,1693,2120,903,3716,705,1301,14580
8,86,1358,2788,1705,2128,903,3727,721,1319,14649
8,87,1353,2754,1703,2107,907,3735,707,1285,14551
8,88,1364,2750,1677,2063,887,3629,724,1280,14374
8,89,1150,2314,1406,1688,738,2989,595,1087,11967
8,90,1075,2119,1284,1522,664,2695,539,994,10892
9,1,1421,3161,1916,2341,1034,4232,754,1438,16297
9,2,1476,3241,1904,2370,1023,4167,763,1469,16413
9,3,1324,2742,1687,2014,854,3658,680,1279,14238
9,4,1161,2351,1436,1706,734,3009,586,1076,12059
9,5,1461,3250,1945,2369,1026,4314,765,1467,16597
9,6,1445,3221,1942,2396,1043,4301,767,1476,16591
9,7,1430,3089,1875,2351,1022,4161,769,1428,16125
9,8,1418,3031,1842,2295,992,4056,753,1410,15797
9,9,1390,2898,1729,2149,941,3535,725,1366,14733
9,10,1255,2511,1555,1890,816,3318,662,1224,13231
9,11,1226,2321,1444,1736,746,3181,629,1135,12418
9,12,1416,2951,1808,2216,964,3965,751,1409,15480
9,13,1450,3158,1881,2337,1002,4175,765,1469,16237
9,14,1439,3049,1823,2285,1000,4058,757,1432,15843
9,15,1450,3047,1839,2298,983,4145,749,1411,15922
9,16,1436,3009,1820,2256,964,4030,747,1410,15672
9,17,1254,2480,1557,1866,834,3351,635,1224,13201
9,18,1146,2181,1339,1596,708,2884,581,1068,11503
9,19,1339,2626,1608,1978,960,3779,712,1344,14346
9,20,1333,2823,1664,2087,951,3743,711,1333,14645
9,21,1355,2818,1697,2089,959,3760,726,1368,14772
9,22,1354,2871,1692,2126,967,3781,714,1372,14877
9,23,1357,2848,1720,2121,983,3810,713,1374,14926
9,24,1252,2412,1519,1807,815,3202,622,1172,12801
9,25,1203,2214,1357,1646,722,2887,587,1084,11700
9,26,1452,3022,1836,2248,1016,4016,753,1387,15730
9,27,1408,2967,1778,2189,986,3881,734,1366,15309
9,28,1357,2933,1802,2184,989,3891,742,1334,15232
9,29,1396,2897,1729,2180,964,3873,713,1340,15092
9,30,1358,2905,1699,2142,921,3817,707,1311,14860
9,31,1448,3047,1839,2257,985,4110,763,1449,15898
9,32,1336,2739,1698,1994,888,3700,685,1322,14362
9,33,1195,2302,1373,1668,700,3008,597,1101,11944
9,34,1440,3067,1847,2279,989,4099,775,1449,15945
9,35,1390,3039,1822,2273,988,4065,757,1416,15750
9,36,1401,2964,1791,2226,971,3946,757,1414,15470
9,37,1400,2910,1774,2185,973,3888,741,1380,15251
9,38,1487,2942,1796,2182,981,3883,748,1379,15398
9,39,1298,2480,1546,1857,810,3351,646,1211,13199
9,40,1245,2295,1415,1708,730,3094,614,1107,12208
9,41,1448,2935,1775,2171,960,3834,740,1385,15248
9,42,1439,3033,1844,2275,996,4020,755,1424,15786
9,43,1426,3049,1849,2262,996,3962,756,1432,15732
9,44,1411,2976,1816,2219,988,3933,744,1386,15473
9,45,1460,2998,1836,2233,985,3945,744,1398,15599
9,46,1287,2538,1596,1886,835,3450,640,1231,13463
9,47,1260,2286,1427,1683,734,3066,594,1116,12166
9,48,1400,2661,1623,1999,931,3737,703,1355,14409
9,49,1429,2829,1700,2114,932,3744,711,1357,14816
9,50,1370,2926,1691,2126,942,3738,707,1359,14859
9,51,1419,2824,1701,2101,942,3670,709,1350,14716
9,52,1380,2817,1692,2109,934,3722,718,1370,14742
9,53,1299,2446,1508,1826,803,3276,642,1219,13019
9,54,1237,2246,1362,1669,721,2983,603,1092,11913
9,55,1472,2884,1733,2151,955,3877,735,1369,15176
9,56,1424,2908,1745,2182,966,3883,727,1350,15185
9,57,1438,2958,1778,2214,984,3957,737,1368,15434
9,58,1473,2968,1775,2180,953,3879,734,1394,15356
9,59,1505,2897,1751,2173,962,3897,729,1381,15295
9,60,1285,2445,1530,1829,807,3374,626,1200,13096
9,61,1228,2528,1526,1791,812,3313,639,1207,13044
9,62,1122,2199,1317,1600,691,2841,595,1047,11412
9,63,1357,2960,1753,2179,944,3879,744,1390,15206
9,64,1392,3092,1808,2298,987,4004,761,1476,15818
9,65,1393,3134,1866,2372,1013,4181,764,1440,16163
9,66,1390,3111,1865,2328,997,4106,765,1445,16007
9,67,1394,3029,1821,2260,973,4071,762,1430,15740
9,68,1321,2596,1569,1900,837,3439,671,1246,13579
9,69,1247,2448,1494,1797,781,3307,633,1175,12882
9,70,1393,3038,1817,2223,977,3976,744,1420,15588
9,71,1348,2978,1776,2198,966,3921,740,1399,15326
9,72,1393,2961,1749,2181,958,3841,729,1393,15205
9,73,1385,2972,1744,2171,956,3823,730,1388,15169
9,74,1335,2806,1643,1994,899,3332,705,1327,14041
9,75,1241,2442,1481,1734,783,3094,626,1185,12586
9,76,1171,2175,1357,1583,703,2852,605,1081,11527
9,77,1339,2648,1618,1952,909,3642,716,1367,14191
9,78,1333,2820,1722,2083,919,3653,715,1367,14612
9,79,1328,2853,1712,2068,926,3657,709,1371,14624
9,80,1304,2862,1678,2069,911,3659,704,1365,14552
9,81,1302,2808,1675,2039,902,3612,704,1354,14396
9,82,1210,2453,1531,1792,785,3243,616,1195,12825
9,83,1162,2289,1405,1691,732,3095,601,1106,12081
9,84,1417,2996,1786,2215,974,3923,719,1395,15425
9,85,1367,2892,1731,2168,937,3817,717,1352,14981
9,86,1370,2894,1751,2170,941,3816,724,1368,15034
9,87,1357,2877,1738,2147,940,3826,714,1338,14937
9,88,1376,2875,1731,2120,925,3758,725,1340,14850
9,89,1243,2494,1535,1822,792,3258,631,1183,12958
9,90,1191,2270,1403,1648,717,2946,586,1093,11854
10,1,1411,3229,1950,2382,1032,4273,757,1451,16485
10,2,1485,3289,1922,2392,1044,4198,775,1480,16585
10,3,1381,2886,1785,2116,905,3883,694,1352,15002
10,4,1249,2495,1550,1836,783,3228,642,1172,12955
10,5,1481,3299,1968,2393,1045,4355,776,1491,16808
10,6,1446,3247,1937,2380,1053,4286,769,1473,16591
10,7,1415,3115,1872,2357,1039,4188,763,1427,16176
10,8,1396,3058,1836,2286,995,4040,748,1404,15763
10,9,1379,2976,1777,2176,965,3663,725,1367,15028
10,10,1306,2639,1636,1977,866,3490,679,1282,13875
10,11,1268,2451,1551,1851,806,3395,652,1201,13175
10,12,1402,3000,1822,2224,988,4009,746,1407,15598
10,13,1454,3213,1908,2364,1044,4214,767,1492,16456
10,14,1448,3107,1844,2304,1016,4107,762,1442,16030
10,15,1448,3098,1872,2325,1025,4210,749,1416,16143
10,16,1435,3051,1842,2257,994,4042,749,1407,15777
10,17,1277,2577,1622,1940,875,3502,656,1277,13726
10,18,1194,2309,1438,1709,760,3103,616,1147,12276
10,19,1366,2778,1684,2070,981,3873,728,1373,14853
10,20,1340,2940,1727,2156,979,3856,725,1356,15079
10,21,1368,2887,1735,2152,979,3885,742,1380,15128
10,22,1386,2977,1749,2189,988,3903,730,1388,15310
10,23,1393,2979,1806,2204,1008,3955,729,1404,15478
10,24,1308,2519,1592,1887,853,3416,651,1229,13455
10,25,1249,2328,1455,1741,771,3092,622,1147,12405
10,26,1467,3100,1875,2290,1038,4098,767,1431,16066
10,27,1405,3028,1805,2213,1001,3915,733,1393,15493
10,28,1353,2966,1810,2197,1002,3926,738,1361,15353
10,29,1385,2975,1750,2206,986,3924,717,1361,15304
10,30,1386,3029,1736,2203,1001,3906,704,1359,15324
10,31,1447,3095,1848,2272,1001,4136,769,1456,16024
10,32,1400,2920,1826,2149,956,3975,721,1415,15362
10,33,1284,2425,1491,1787,758,3288,647,1202,12882
10,34,1447,3118,1855,2305,1015,4111,782,1459,16092
10,35,1395,3083,1821,2268,1003,4061,759,1420,15810
10,36,1393,3017,1803,2227,995,3950,755,1417,15557
10,37,1398,2979,1785,2210,995,3931,749,1390,15437
10,38,1458,3000,1829,2212,1002,3943,749,1394,15587
10,39,1348,2606,1625,1943,861,3532,670,1272,13857
10,40,1298,2421,1510,1810,779,3264,639,1180,12901
10,41,1453,2995,1796,2198,981,3873,745,1393,15434
10,42,1449,3067,1851,2263,1015,4012,755,1429,15841
10,43,1416,3090,1847,2268,1011,3966,755,1438,15791
10,44,1412,3024,1816,2227,1006,3952,748,1387,15572
10,45,1464,3033,1848,2241,1003,3956,741,1398,15684
10,46,1338,2629,1664,1955,875,3575,658,1274,13968
10,47,1288,2385,1505,1777,772,3266,623,1176,12792
10,48,1419,2791,1692,2085,972,3877,718,1381,14935
10,49,1435,2961,1751,2177,969,3852,723,1370,15238
10,50,1375,3072,1762,2210,995,3903,723,1398,15438
10,51,1381,2907,1757,2156,974,3798,719,1370,15062
10,52,1385,2911,1740,2158,966,3821,724,1383,15088
10,53,1372,2611,1616,1954,863,3550,671,1313,13950
10,54,1316,2412,1502,1803,795,3216,642,1194,12880
10,55,1484,2945,1770,2192,989,3963,744,1403,15490
10,56,1417,2977,1758,2200,986,3919,724,1369,15350
10,57,1448,3048,1817,2253,1016,4036,743,1414,15775
10,58,1487,3025,1797,2203,982,3910,736,1435,15575
10,59,1502,2961,1777,2186,982,3935,732,1409,15484
10,60,1323,2582,1636,1946,867,3608,650,1268,13880
10,61,1281,2650,1608,1910,857,3491,662,1267,13726
10,62,1204,2341,1432,1711,745,3075,635,1139,12282
10,63,1357,3008,1759,2186,959,3905,743,1393,15310
10,64,1421,3169,1835,2323,1008,4050,775,1494,16075
10,65,1392,3220,1889,2383,1039,4185,757,1436,16301
10,66,1399,3129,1860,2315,1009,4090,763,1448,16013
10,67,1380,3068,1827,2260,985,4059,757,1439,15775
10,68,1381,2763,1694,2010,897,3719,690,1323,14477
10,69,1299,2568,1601,1874,835,3472,654,1238,13541
10,70,1378,3064,1812,2233,990,3975,740,1419,15611
10,71,1346,3016,1776,2195,979,3913,740,1399,15364
10,72,1395,3004,1763,2198,975,3870,725,1404,15334
10,73,1396,3051,1768,2187,984,3876,737,1402,15401
10,74,1344,2929,1698,2059,936,3510,709,1344,14529
10,75,1320,2597,1580,1856,840,3336,660,1267,13456
10,76,1234,2301,1449,1687,754,3046,637,1159,12267
10,77,1383,2755,1707,2036,948,3781,733,1385,14728
10,78,1340,2924,1765,2126,952,3755,728,1382,14972
10,79,1357,2931,1747,2121,959,3749,715,1392,14971
10,80,1323,2971,1733,2134,949,3806,712,1388,15016
10,81,1330,2898,1730,2095,936,3738,718,1374,14819
10,82,1253,2551,1600,1884,831,3485,650,1251,13505
10,83,1237,2458,1529,1830,792,3382,640,1204,13072
10,84,1430,3074,1821,2246,993,3993,724,1434,15715
10,85,1368,2966,1750,2190,956,3845,725,1381,15181
10,86,1370,2943,1762,2180,958,3844,724,1386,15167
10,87,1357,2939,1757,2159,958,3868,714,1366,15118
10,88,1370,2937,1754,2141,947,3802,725,1361,15037
10,89,1272,2603,1602,1890,836,3406,640,1236,13485
10,90,1241,2389,1485,1749,764,3136,612,1162,12538
11,1,1427,3273,1964,2397,1055,4254,762,1474,16606
11,2,1500,3308,1928,2408,1058,4219,772,1498,16691
11,3,1384,2946,1819,2145,936,3941,697,1368,15236
11,4,1293,2624,1646,1919,833,3392,658,1229,13594
11,5,1491,3320,1987,2423,1061,4391,780,1513,16966
11,6,1444,3250,1925,2386,1060,4278,765,1468,16576
11,7,1423,3113,1870,2352,1051,4187,757,1426,16179
11,8,1392,3064,1829,2277,1004,4001,740,1396,15703
11,9,1353,3004,1785,2176,978,3693,719,1361,15069
11,10,1305,2685,1654,1998,882,3533,679,1289,14025
11,11,1269,2530,1611,1894,836,3473,655,1216,13484
11,12,1396,3026,1823,2239,1010,4019,741,1411,15665
11,13,1465,3259,1920,2388,1080,4262,771,1511,16656
11,14,1451,3097,1846,2295,1037,4100,754,1443,16023
11,15,1443,3133,1878,2348,1048,4253,736,1426,16265
11,16,1437,3052,1839,2256,1008,4041,737,1404,15774
11,17,1278,2635,1635,1951,886,3540,649,1282,13856
11,18,1192,2403,1481,1768,793,3208,616,1172,12633
11,19,1375,2889,1720,2135,1005,3955,727,1401,15207
